# Renewables.ninja Solar PV (Point API) - 47.285, -1.517 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Europe/Paris, electricity in kW, irradiance_direct in kW/m², irradiance_diffuse in kW/m², temperature in ºC, missing in binary flag
# {"units": {"time": "UTC", "local_time": "Europe/Paris", "electricity": "kW", "irradiance_direct": "kW/m\u00b2", "irradiance_diffuse": "kW/m\u00b2", "temperature": "\u00baC", "missing": "binary flag"}, "params": {"local_time": true, "header": true, "lat": "47.2846", "lon": "-1.5167", "date_from": "2015-01-01", "date_to": "2015-12-31", "dataset": "sarah", "capacity": "1", "system_loss": "0.1", "tracking": "0", "tilt": "35", "azim": "180", "raw": true}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,missing
2015-01-01 00:00,2015-01-01 01:00,0,0,0,-2.156,0
2015-01-01 01:00,2015-01-01 02:00,0,0,0,-1.990,0
2015-01-01 02:00,2015-01-01 03:00,0,0,0,-1.966,0
2015-01-01 03:00,2015-01-01 04:00,0,0,0,-2.009,0
2015-01-01 04:00,2015-01-01 05:00,0,0,0,-2.010,0
2015-01-01 05:00,2015-01-01 06:00,0,0,0,-2.051,0
2015-01-01 06:00,2015-01-01 07:00,0,0,0,-2.182,0
2015-01-01 07:00,2015-01-01 08:00,0,0,0,-2.305,0
2015-01-01 08:00,2015-01-01 09:00,0.021,0.025,0.010,-1.044,0
2015-01-01 09:00,2015-01-01 10:00,0.277,0.254,0.046,0.942,0
2015-01-01 10:00,2015-01-01 11:00,0.478,0.452,0.069,2.504,0
2015-01-01 11:00,2015-01-01 12:00,0.590,0.570,0.086,4.015,0
2015-01-01 12:00,2015-01-01 13:00,0.565,0.512,0.116,5.045,0
2015-01-01 13:00,2015-01-01 14:00,0.556,0.511,0.108,5.199,0
2015-01-01 14:00,2015-01-01 15:00,0.411,0.346,0.104,3.986,0
2015-01-01 15:00,2015-01-01 16:00,0.122,0.074,0.069,2.180,0
2015-01-01 16:00,2015-01-01 17:00,0.006,0.007,0.009,1.469,0
2015-01-01 17:00,2015-01-01 18:00,0,0,0,1.828,0
2015-01-01 18:00,2015-01-01 19:00,0,0,0,1.952,0
2015-01-01 19:00,2015-01-01 20:00,0,0,0,1.457,0
2015-01-01 20:00,2015-01-01 21:00,0,0,0,1.769,0
2015-01-01 21:00,2015-01-01 22:00,0,0,0,2.443,0
2015-01-01 22:00,2015-01-01 23:00,0,0,0,3.283,0
2015-01-01 23:00,2015-01-02 00:00,0,0,0,4.295,0
2015-01-02 00:00,2015-01-02 01:00,0,0,0,5.320,0
2015-01-02 01:00,2015-01-02 02:00,0,0,0,6.159,0
2015-01-02 02:00,2015-01-02 03:00,0,0,0,6.745,0
2015-01-02 03:00,2015-01-02 04:00,0,0,0,7.278,0
2015-01-02 04:00,2015-01-02 05:00,0,0,0,7.800,0
2015-01-02 05:00,2015-01-02 06:00,0,0,0,8.415,0
2015-01-02 06:00,2015-01-02 07:00,0,0,0,9.155,0
2015-01-02 07:00,2015-01-02 08:00,0,0,0,9.529,0
2015-01-02 08:00,2015-01-02 09:00,0,0,0.004,9.691,0
2015-01-02 09:00,2015-01-02 10:00,0.017,0.001,0.031,9.712,0
2015-01-02 10:00,2015-01-02 11:00,0.027,0,0.044,9.958,0
2015-01-02 11:00,2015-01-02 12:00,0.081,0.006,0.098,10.614,0
2015-01-02 12:00,2015-01-02 13:00,0.117,0.013,0.129,11.462,0
2015-01-02 13:00,2015-01-02 14:00,0.102,0.009,0.118,11.896,0
2015-01-02 14:00,2015-01-02 15:00,0.076,0.009,0.089,11.448,0
2015-01-02 15:00,2015-01-02 16:00,0.076,0.039,0.059,9.773,0
2015-01-02 16:00,2015-01-02 17:00,0.001,0.001,0.007,8.058,0
2015-01-02 17:00,2015-01-02 18:00,0,0,0,6.668,0
2015-01-02 18:00,2015-01-02 19:00,0,0,0,5.891,0
2015-01-02 19:00,2015-01-02 20:00,0,0,0,5.522,0
2015-01-02 20:00,2015-01-02 21:00,0,0,0,5.626,0
2015-01-02 21:00,2015-01-02 22:00,0,0,0,6.055,0
2015-01-02 22:00,2015-01-02 23:00,0,0,0,5.913,0
2015-01-02 23:00,2015-01-03 00:00,0,0,0,5.470,0
2015-01-03 00:00,2015-01-03 01:00,0,0,0,5.169,0
2015-01-03 01:00,2015-01-03 02:00,0,0,0,5.081,0
2015-01-03 02:00,2015-01-03 03:00,0,0,0,5.340,0
2015-01-03 03:00,2015-01-03 04:00,0,0,0,6.821,0
2015-01-03 04:00,2015-01-03 05:00,0,0,0,9.211,0
2015-01-03 05:00,2015-01-03 06:00,0,0,0,11.552,0
2015-01-03 06:00,2015-01-03 07:00,0,0,0,12.614,0
2015-01-03 07:00,2015-01-03 08:00,0,0,0,12.975,0
2015-01-03 08:00,2015-01-03 09:00,0,0,0.005,13.231,0
2015-01-03 09:00,2015-01-03 10:00,0.010,0,0.023,13.602,0
2015-01-03 10:00,2015-01-03 11:00,0.036,0,0.054,13.873,0
2015-01-03 11:00,2015-01-03 12:00,0.140,0.063,0.105,14.120,0
2015-01-03 12:00,2015-01-03 13:00,0.069,0.007,0.084,14.188,0
2015-01-03 13:00,2015-01-03 14:00,0.041,0,0.060,14.049,0
2015-01-03 14:00,2015-01-03 15:00,0.026,0.001,0.043,13.781,0
2015-01-03 15:00,2015-01-03 16:00,0.022,0.003,0.035,13.465,0
2015-01-03 16:00,2015-01-03 17:00,0.001,0.002,0.007,13.200,0
2015-01-03 17:00,2015-01-03 18:00,0,0,0,13.060,0
2015-01-03 18:00,2015-01-03 19:00,0,0,0,12.638,0
2015-01-03 19:00,2015-01-03 20:00,0,0,0,12.437,0
2015-01-03 20:00,2015-01-03 21:00,0,0,0,12.197,0
2015-01-03 21:00,2015-01-03 22:00,0,0,0,11.987,0
2015-01-03 22:00,2015-01-03 23:00,0,0,0,11.798,0
2015-01-03 23:00,2015-01-04 00:00,0,0,0,11.631,0
2015-01-04 00:00,2015-01-04 01:00,0,0,0,11.368,0
2015-01-04 01:00,2015-01-04 02:00,0,0,0,11.116,0
2015-01-04 02:00,2015-01-04 03:00,0,0,0,10.984,0
2015-01-04 03:00,2015-01-04 04:00,0,0,0,10.722,0
2015-01-04 04:00,2015-01-04 05:00,0,0,0,10.296,0
2015-01-04 05:00,2015-01-04 06:00,0,0,0,9.915,0
2015-01-04 06:00,2015-01-04 07:00,0,0,0,9.531,0
2015-01-04 07:00,2015-01-04 08:00,0,0,0,8.989,0
2015-01-04 08:00,2015-01-04 09:00,0.005,0.006,0.009,9.286,0
2015-01-04 09:00,2015-01-04 10:00,0.057,0.023,0.055,10.853,0
2015-01-04 10:00,2015-01-04 11:00,0.117,0.043,0.100,11.706,0
2015-01-04 11:00,2015-01-04 12:00,0.149,0.055,0.123,12.733,0
2015-01-04 12:00,2015-01-04 13:00,0.110,0.015,0.121,13.031,0
2015-01-04 13:00,2015-01-04 14:00,0.143,0.049,0.121,12.850,0
2015-01-04 14:00,2015-01-04 15:00,0.027,0,0.044,12.572,0
2015-01-04 15:00,2015-01-04 16:00,0.004,0,0.014,11.896,0
2015-01-04 16:00,2015-01-04 17:00,0,0,0.002,10.967,0
2015-01-04 17:00,2015-01-04 18:00,0,0,0,10.315,0
2015-01-04 18:00,2015-01-04 19:00,0,0,0,9.751,0
2015-01-04 19:00,2015-01-04 20:00,0,0,0,9.182,0
2015-01-04 20:00,2015-01-04 21:00,0,0,0,8.663,0
2015-01-04 21:00,2015-01-04 22:00,0,0,0,8.291,0
2015-01-04 22:00,2015-01-04 23:00,0,0,0,8.030,0
2015-01-04 23:00,2015-01-05 00:00,0,0,0,7.695,0
2015-01-05 00:00,2015-01-05 01:00,0,0,0,7.274,0
2015-01-05 01:00,2015-01-05 02:00,0,0,0,6.730,0
2015-01-05 02:00,2015-01-05 03:00,0,0,0,6.069,0
2015-01-05 03:00,2015-01-05 04:00,0,0,0,5.496,0
2015-01-05 04:00,2015-01-05 05:00,0,0,0,5.105,0
2015-01-05 05:00,2015-01-05 06:00,0,0,0,5.523,0
2015-01-05 06:00,2015-01-05 07:00,0,0,0,5.848,0
2015-01-05 07:00,2015-01-05 08:00,0,0,0,5.626,0
2015-01-05 08:00,2015-01-05 09:00,0.002,0.002,0.008,5.382,0
2015-01-05 09:00,2015-01-05 10:00,0.081,0.042,0.060,5.721,0
2015-01-05 10:00,2015-01-05 11:00,0.087,0.013,0.096,6.613,0
2015-01-05 11:00,2015-01-05 12:00,0.143,0.033,0.135,7.297,0
2015-01-05 12:00,2015-01-05 13:00,0.213,0.083,0.158,7.949,0
2015-01-05 13:00,2015-01-05 14:00,0.113,0.014,0.123,8.581,0
2015-01-05 14:00,2015-01-05 15:00,0.131,0.043,0.112,8.649,0
2015-01-05 15:00,2015-01-05 16:00,0.078,0.032,0.068,7.139,0
2015-01-05 16:00,2015-01-05 17:00,0.003,0.003,0.009,4.190,0
2015-01-05 17:00,2015-01-05 18:00,0,0,0,3.416,0
2015-01-05 18:00,2015-01-05 19:00,0,0,0,2.698,0
2015-01-05 19:00,2015-01-05 20:00,0,0,0,1.855,0
2015-01-05 20:00,2015-01-05 21:00,0,0,0,1.183,0
2015-01-05 21:00,2015-01-05 22:00,0,0,0,0.574,0
2015-01-05 22:00,2015-01-05 23:00,0,0,0,0.227,0
2015-01-05 23:00,2015-01-06 00:00,0,0,0,0.207,0
2015-01-06 00:00,2015-01-06 01:00,0,0,0,0.567,0
2015-01-06 01:00,2015-01-06 02:00,0,0,0,1.285,0
2015-01-06 02:00,2015-01-06 03:00,0,0,0,1.936,0
2015-01-06 03:00,2015-01-06 04:00,0,0,0,2.378,0
2015-01-06 04:00,2015-01-06 05:00,0,0,0,2.789,0
2015-01-06 05:00,2015-01-06 06:00,0,0,0,3.310,0
2015-01-06 06:00,2015-01-06 07:00,0,0,0,3.911,0
2015-01-06 07:00,2015-01-06 08:00,0,0,0,4.658,0
2015-01-06 08:00,2015-01-06 09:00,0,0,0.004,5.783,0
2015-01-06 09:00,2015-01-06 10:00,0.093,0.054,0.061,7.965,0
2015-01-06 10:00,2015-01-06 11:00,0.174,0.089,0.113,10.317,0
2015-01-06 11:00,2015-01-06 12:00,0.160,0.045,0.144,12.211,0
2015-01-06 12:00,2015-01-06 13:00,0.209,0.079,0.164,13.234,0
2015-01-06 13:00,2015-01-06 14:00,0.130,0.028,0.130,13.490,0
2015-01-06 14:00,2015-01-06 15:00,0.060,0.002,0.079,12.838,0
2015-01-06 15:00,2015-01-06 16:00,0.038,0.006,0.051,11.133,0
2015-01-06 16:00,2015-01-06 17:00,0,0,0.005,9.673,0
2015-01-06 17:00,2015-01-06 18:00,0,0,0,9.207,0
2015-01-06 18:00,2015-01-06 19:00,0,0,0,8.943,0
2015-01-06 19:00,2015-01-06 20:00,0,0,0,8.373,0
2015-01-06 20:00,2015-01-06 21:00,0,0,0,7.606,0
2015-01-06 21:00,2015-01-06 22:00,0,0,0,6.821,0
2015-01-06 22:00,2015-01-06 23:00,0,0,0,6.185,0
2015-01-06 23:00,2015-01-07 00:00,0,0,0,5.388,0
2015-01-07 00:00,2015-01-07 01:00,0,0,0,4.693,0
2015-01-07 01:00,2015-01-07 02:00,0,0,0,4.599,0
2015-01-07 02:00,2015-01-07 03:00,0,0,0,4.712,0
2015-01-07 03:00,2015-01-07 04:00,0,0,0,4.567,0
2015-01-07 04:00,2015-01-07 05:00,0,0,0,4.042,0
2015-01-07 05:00,2015-01-07 06:00,0,0,0,3.335,0
2015-01-07 06:00,2015-01-07 07:00,0,0,0,2.969,0
2015-01-07 07:00,2015-01-07 08:00,0,0,0,3.009,0
2015-01-07 08:00,2015-01-07 09:00,0.023,0.027,0.011,4.091,0
2015-01-07 09:00,2015-01-07 10:00,0.169,0.135,0.058,5.046,0
2015-01-07 10:00,2015-01-07 11:00,0.113,0.031,0.104,5.758,0
2015-01-07 11:00,2015-01-07 12:00,0.165,0.051,0.139,6.836,0
2015-01-07 12:00,2015-01-07 13:00,0.101,0.017,0.107,7.967,0
2015-01-07 13:00,2015-01-07 14:00,0.183,0.061,0.150,8.855,0
2015-01-07 14:00,2015-01-07 15:00,0.127,0.039,0.112,9.100,0
2015-01-07 15:00,2015-01-07 16:00,0.099,0.048,0.074,7.635,0
2015-01-07 16:00,2015-01-07 17:00,0.003,0.003,0.009,5.952,0
2015-01-07 17:00,2015-01-07 18:00,0,0,0,6.223,0
2015-01-07 18:00,2015-01-07 19:00,0,0,0,6.998,0
2015-01-07 19:00,2015-01-07 20:00,0,0,0,8.059,0
2015-01-07 20:00,2015-01-07 21:00,0,0,0,9.139,0
2015-01-07 21:00,2015-01-07 22:00,0,0,0,9.683,0
2015-01-07 22:00,2015-01-07 23:00,0,0,0,9.659,0
2015-01-07 23:00,2015-01-08 00:00,0,0,0,9.562,0
2015-01-08 00:00,2015-01-08 01:00,0,0,0,9.749,0
2015-01-08 01:00,2015-01-08 02:00,0,0,0,9.905,0
2015-01-08 02:00,2015-01-08 03:00,0,0,0,9.848,0
2015-01-08 03:00,2015-01-08 04:00,0,0,0,10.011,0
2015-01-08 04:00,2015-01-08 05:00,0,0,0,10.362,0
2015-01-08 05:00,2015-01-08 06:00,0,0,0,10.748,0
2015-01-08 06:00,2015-01-08 07:00,0,0,0,11.067,0
2015-01-08 07:00,2015-01-08 08:00,0,0,0,11.407,0
2015-01-08 08:00,2015-01-08 09:00,0.001,0,0.007,11.802,0
2015-01-08 09:00,2015-01-08 10:00,0.016,0.001,0.030,12.266,0
2015-01-08 10:00,2015-01-08 11:00,0.043,0.002,0.061,12.499,0
2015-01-08 11:00,2015-01-08 12:00,0.062,0.003,0.081,12.742,0
2015-01-08 12:00,2015-01-08 13:00,0.439,0.409,0.091,13.207,0
2015-01-08 13:00,2015-01-08 14:00,0.540,0.514,0.110,13.522,0
2015-01-08 14:00,2015-01-08 15:00,0.508,0.497,0.086,13.169,0
2015-01-08 15:00,2015-01-08 16:00,0.320,0.292,0.070,11.413,0
2015-01-08 16:00,2015-01-08 17:00,0.032,0.036,0.013,8.399,0
2015-01-08 17:00,2015-01-08 18:00,0,0,0,7.441,0
2015-01-08 18:00,2015-01-08 19:00,0,0,0,6.941,0
2015-01-08 19:00,2015-01-08 20:00,0,0,0,6.491,0
2015-01-08 20:00,2015-01-08 21:00,0,0,0,7.037,0
2015-01-08 21:00,2015-01-08 22:00,0,0,0,6.781,0
2015-01-08 22:00,2015-01-08 23:00,0,0,0,7.176,0
2015-01-08 23:00,2015-01-09 00:00,0,0,0,8.602,0
2015-01-09 00:00,2015-01-09 01:00,0,0,0,9.222,0
2015-01-09 01:00,2015-01-09 02:00,0,0,0,8.924,0
2015-01-09 02:00,2015-01-09 03:00,0,0,0,9.278,0
2015-01-09 03:00,2015-01-09 04:00,0,0,0,10.132,0
2015-01-09 04:00,2015-01-09 05:00,0,0,0,11.033,0
2015-01-09 05:00,2015-01-09 06:00,0,0,0,12.104,0
2015-01-09 06:00,2015-01-09 07:00,0,0,0,12.789,0
2015-01-09 07:00,2015-01-09 08:00,0,0,0,13.108,0
2015-01-09 08:00,2015-01-09 09:00,0,0,0.005,13.331,0
2015-01-09 09:00,2015-01-09 10:00,0.046,0.018,0.049,13.687,0
2015-01-09 10:00,2015-01-09 11:00,0.039,0,0.058,14.448,0
2015-01-09 11:00,2015-01-09 12:00,0.092,0.007,0.111,15.379,0
2015-01-09 12:00,2015-01-09 13:00,0.100,0.008,0.119,15.955,0
2015-01-09 13:00,2015-01-09 14:00,0.097,0.008,0.115,16.031,0
2015-01-09 14:00,2015-01-09 15:00,0.046,0,0.067,15.536,0
2015-01-09 15:00,2015-01-09 16:00,0.029,0.001,0.046,14.450,0
2015-01-09 16:00,2015-01-09 17:00,0.001,0,0.007,13.224,0
2015-01-09 17:00,2015-01-09 18:00,0,0,0,12.852,0
2015-01-09 18:00,2015-01-09 19:00,0,0,0,12.832,0
2015-01-09 19:00,2015-01-09 20:00,0,0,0,12.872,0
2015-01-09 20:00,2015-01-09 21:00,0,0,0,12.940,0
2015-01-09 21:00,2015-01-09 22:00,0,0,0,13.043,0
2015-01-09 22:00,2015-01-09 23:00,0,0,0,13.133,0
2015-01-09 23:00,2015-01-10 00:00,0,0,0,13.226,0
2015-01-10 00:00,2015-01-10 01:00,0,0,0,13.251,0
2015-01-10 01:00,2015-01-10 02:00,0,0,0,13.204,0
2015-01-10 02:00,2015-01-10 03:00,0,0,0,12.925,0
2015-01-10 03:00,2015-01-10 04:00,0,0,0,12.592,0
2015-01-10 04:00,2015-01-10 05:00,0,0,0,12.339,0
2015-01-10 05:00,2015-01-10 06:00,0,0,0,12.515,0
2015-01-10 06:00,2015-01-10 07:00,0,0,0,12.919,0
2015-01-10 07:00,2015-01-10 08:00,0,0,0,13.033,0
2015-01-10 08:00,2015-01-10 09:00,0.003,0.003,0.009,13.059,0
2015-01-10 09:00,2015-01-10 10:00,0.091,0.053,0.063,13.337,0
2015-01-10 10:00,2015-01-10 11:00,0.098,0.019,0.105,13.824,0
2015-01-10 11:00,2015-01-10 12:00,0.173,0.059,0.147,14.237,0
2015-01-10 12:00,2015-01-10 13:00,0.215,0.086,0.164,14.343,0
2015-01-10 13:00,2015-01-10 14:00,0.140,0.039,0.130,14.306,0
2015-01-10 14:00,2015-01-10 15:00,0.061,0.001,0.081,14.118,0
2015-01-10 15:00,2015-01-10 16:00,0.046,0.010,0.056,13.771,0
2015-01-10 16:00,2015-01-10 17:00,0.004,0.002,0.012,13.258,0
2015-01-10 17:00,2015-01-10 18:00,0,0,0,12.511,0
2015-01-10 18:00,2015-01-10 19:00,0,0,0,11.784,0
2015-01-10 19:00,2015-01-10 20:00,0,0,0,11.021,0
2015-01-10 20:00,2015-01-10 21:00,0,0,0,10.352,0
2015-01-10 21:00,2015-01-10 22:00,0,0,0,9.756,0
2015-01-10 22:00,2015-01-10 23:00,0,0,0,9.061,0
2015-01-10 23:00,2015-01-11 00:00,0,0,0,8.258,0
2015-01-11 00:00,2015-01-11 01:00,0,0,0,7.454,0
2015-01-11 01:00,2015-01-11 02:00,0,0,0,6.879,0
2015-01-11 02:00,2015-01-11 03:00,0,0,0,6.508,0
2015-01-11 03:00,2015-01-11 04:00,0,0,0,5.932,0
2015-01-11 04:00,2015-01-11 05:00,0,0,0,5.157,0
2015-01-11 05:00,2015-01-11 06:00,0,0,0,4.507,0
2015-01-11 06:00,2015-01-11 07:00,0,0,0,4.031,0
2015-01-11 07:00,2015-01-11 08:00,0,0,0,3.746,0
2015-01-11 08:00,2015-01-11 09:00,0.033,0.039,0.011,4.721,0
2015-01-11 09:00,2015-01-11 10:00,0.331,0.331,0.035,6.431,0
2015-01-11 10:00,2015-01-11 11:00,0.500,0.497,0.064,8.114,0
2015-01-11 11:00,2015-01-11 12:00,0.616,0.627,0.079,9.678,0
2015-01-11 12:00,2015-01-11 13:00,0.631,0.626,0.100,10.260,0
2015-01-11 13:00,2015-01-11 14:00,0.601,0.588,0.102,10.386,0
2015-01-11 14:00,2015-01-11 15:00,0.506,0.479,0.093,10.044,0
2015-01-11 15:00,2015-01-11 16:00,0.309,0.269,0.076,8.462,0
2015-01-11 16:00,2015-01-11 17:00,0.047,0.043,0.023,5.728,0
2015-01-11 17:00,2015-01-11 18:00,0,0,0,5.599,0
2015-01-11 18:00,2015-01-11 19:00,0,0,0,6.559,0
2015-01-11 19:00,2015-01-11 20:00,0,0,0,7.397,0
2015-01-11 20:00,2015-01-11 21:00,0,0,0,7.999,0
2015-01-11 21:00,2015-01-11 22:00,0,0,0,8.255,0
2015-01-11 22:00,2015-01-11 23:00,0,0,0,8.365,0
2015-01-11 23:00,2015-01-12 00:00,0,0,0,8.285,0
2015-01-12 00:00,2015-01-12 01:00,0,0,0,8.174,0
2015-01-12 01:00,2015-01-12 02:00,0,0,0,8.297,0
2015-01-12 02:00,2015-01-12 03:00,0,0,0,8.311,0
2015-01-12 03:00,2015-01-12 04:00,0,0,0,8.378,0
2015-01-12 04:00,2015-01-12 05:00,0,0,0,8.555,0
2015-01-12 05:00,2015-01-12 06:00,0,0,0,8.648,0
2015-01-12 06:00,2015-01-12 07:00,0,0,0,8.521,0
2015-01-12 07:00,2015-01-12 08:00,0,0,0,8.588,0
2015-01-12 08:00,2015-01-12 09:00,0,0,0.005,9.020,0
2015-01-12 09:00,2015-01-12 10:00,0.136,0.100,0.061,10.081,0
2015-01-12 10:00,2015-01-12 11:00,0.346,0.289,0.102,11.561,0
2015-01-12 11:00,2015-01-12 12:00,0.383,0.291,0.144,12.982,0
2015-01-12 12:00,2015-01-12 13:00,0.284,0.172,0.153,13.808,0
2015-01-12 13:00,2015-01-12 14:00,0.035,0,0.053,14.094,0
2015-01-12 14:00,2015-01-12 15:00,0.062,0.005,0.079,13.850,0
2015-01-12 15:00,2015-01-12 16:00,0.056,0.013,0.064,13.055,0
2015-01-12 16:00,2015-01-12 17:00,0.008,0.004,0.015,12.090,0
2015-01-12 17:00,2015-01-12 18:00,0,0,0,11.827,0
2015-01-12 18:00,2015-01-12 19:00,0,0,0,11.836,0
2015-01-12 19:00,2015-01-12 20:00,0,0,0,11.831,0
2015-01-12 20:00,2015-01-12 21:00,0,0,0,11.831,0
2015-01-12 21:00,2015-01-12 22:00,0,0,0,11.571,0
2015-01-12 22:00,2015-01-12 23:00,0,0,0,11.466,0
2015-01-12 23:00,2015-01-13 00:00,0,0,0,11.611,0
2015-01-13 00:00,2015-01-13 01:00,0,0,0,11.714,0
2015-01-13 01:00,2015-01-13 02:00,0,0,0,11.747,0
2015-01-13 02:00,2015-01-13 03:00,0,0,0,11.812,0
2015-01-13 03:00,2015-01-13 04:00,0,0,0,11.927,0
2015-01-13 04:00,2015-01-13 05:00,0,0,0,12.069,0
2015-01-13 05:00,2015-01-13 06:00,0,0,0,12.117,0
2015-01-13 06:00,2015-01-13 07:00,0,0,0,12.222,0
2015-01-13 07:00,2015-01-13 08:00,0,0,0,12.203,0
2015-01-13 08:00,2015-01-13 09:00,0,0,0.002,12.096,0
2015-01-13 09:00,2015-01-13 10:00,0.112,0.092,0.046,12.094,0
2015-01-13 10:00,2015-01-13 11:00,0.043,0.001,0.061,12.133,0
2015-01-13 11:00,2015-01-13 12:00,0.295,0.205,0.130,12.136,0
2015-01-13 12:00,2015-01-13 13:00,0.088,0.014,0.098,12.439,0
2015-01-13 13:00,2015-01-13 14:00,0.179,0.062,0.149,12.855,0
2015-01-13 14:00,2015-01-13 15:00,0.120,0.032,0.115,12.807,0
2015-01-13 15:00,2015-01-13 16:00,0.218,0.172,0.078,11.637,0
2015-01-13 16:00,2015-01-13 17:00,0.030,0.025,0.022,9.269,0
2015-01-13 17:00,2015-01-13 18:00,0,0,0,8.477,0
2015-01-13 18:00,2015-01-13 19:00,0,0,0,8.473,0
2015-01-13 19:00,2015-01-13 20:00,0,0,0,8.591,0
2015-01-13 20:00,2015-01-13 21:00,0,0,0,8.944,0
2015-01-13 21:00,2015-01-13 22:00,0,0,0,9.123,0
2015-01-13 22:00,2015-01-13 23:00,0,0,0,8.354,0
2015-01-13 23:00,2015-01-14 00:00,0,0,0,7.029,0
2015-01-14 00:00,2015-01-14 01:00,0,0,0,5.950,0
2015-01-14 01:00,2015-01-14 02:00,0,0,0,5.774,0
2015-01-14 02:00,2015-01-14 03:00,0,0,0,6.920,0
2015-01-14 03:00,2015-01-14 04:00,0,0,0,7.471,0
2015-01-14 04:00,2015-01-14 05:00,0,0,0,7.964,0
2015-01-14 05:00,2015-01-14 06:00,0,0,0,8.268,0
2015-01-14 06:00,2015-01-14 07:00,0,0,0,8.198,0
2015-01-14 07:00,2015-01-14 08:00,0,0,0,8.054,0
2015-01-14 08:00,2015-01-14 09:00,0.025,0.029,0.012,8.296,0
2015-01-14 09:00,2015-01-14 10:00,0.169,0.135,0.061,9.547,0
2015-01-14 10:00,2015-01-14 11:00,0.513,0.523,0.060,10.860,0
2015-01-14 11:00,2015-01-14 12:00,0.487,0.447,0.107,11.453,0
2015-01-14 12:00,2015-01-14 13:00,0.393,0.283,0.161,11.560,0
2015-01-14 13:00,2015-01-14 14:00,0.374,0.260,0.162,11.549,0
2015-01-14 14:00,2015-01-14 15:00,0.223,0.117,0.139,11.262,0
2015-01-14 15:00,2015-01-14 16:00,0.086,0.030,0.079,10.637,0
2015-01-14 16:00,2015-01-14 17:00,0.022,0.015,0.022,10.313,0
2015-01-14 17:00,2015-01-14 18:00,0,0,0,10.361,0
2015-01-14 18:00,2015-01-14 19:00,0,0,0,10.482,0
2015-01-14 19:00,2015-01-14 20:00,0,0,0,10.599,0
2015-01-14 20:00,2015-01-14 21:00,0,0,0,10.736,0
2015-01-14 21:00,2015-01-14 22:00,0,0,0,10.917,0
2015-01-14 22:00,2015-01-14 23:00,0,0,0,11.161,0
2015-01-14 23:00,2015-01-15 00:00,0,0,0,11.374,0
2015-01-15 00:00,2015-01-15 01:00,0,0,0,11.533,0
2015-01-15 01:00,2015-01-15 02:00,0,0,0,11.757,0
2015-01-15 02:00,2015-01-15 03:00,0,0,0,11.971,0
2015-01-15 03:00,2015-01-15 04:00,0,0,0,12.299,0
2015-01-15 04:00,2015-01-15 05:00,0,0,0,12.648,0
2015-01-15 05:00,2015-01-15 06:00,0,0,0,12.729,0
2015-01-15 06:00,2015-01-15 07:00,0,0,0,12.490,0
2015-01-15 07:00,2015-01-15 08:00,0,0,0,12.052,0
2015-01-15 08:00,2015-01-15 09:00,0,0,0.005,11.841,0
2015-01-15 09:00,2015-01-15 10:00,0.017,0,0.032,11.720,0
2015-01-15 10:00,2015-01-15 11:00,0.017,0,0.032,11.555,0
2015-01-15 11:00,2015-01-15 12:00,0.032,0,0.050,11.288,0
2015-01-15 12:00,2015-01-15 13:00,0.065,0.001,0.086,10.892,0
2015-01-15 13:00,2015-01-15 14:00,0.050,0,0.070,10.393,0
2015-01-15 14:00,2015-01-15 15:00,0.064,0.003,0.082,9.774,0
2015-01-15 15:00,2015-01-15 16:00,0.071,0.021,0.071,9.095,0
2015-01-15 16:00,2015-01-15 17:00,0.008,0.002,0.017,8.271,0
2015-01-15 17:00,2015-01-15 18:00,0,0,0,7.862,0
2015-01-15 18:00,2015-01-15 19:00,0,0,0,7.405,0
2015-01-15 19:00,2015-01-15 20:00,0,0,0,6.861,0
2015-01-15 20:00,2015-01-15 21:00,0,0,0,6.189,0
2015-01-15 21:00,2015-01-15 22:00,0,0,0,5.543,0
2015-01-15 22:00,2015-01-15 23:00,0,0,0,5.105,0
2015-01-15 23:00,2015-01-16 00:00,0,0,0,4.886,0
2015-01-16 00:00,2015-01-16 01:00,0,0,0,4.380,0
2015-01-16 01:00,2015-01-16 02:00,0,0,0,3.919,0
2015-01-16 02:00,2015-01-16 03:00,0,0,0,3.590,0
2015-01-16 03:00,2015-01-16 04:00,0,0,0,3.353,0
2015-01-16 04:00,2015-01-16 05:00,0,0,0,3.114,0
2015-01-16 05:00,2015-01-16 06:00,0,0,0,2.988,0
2015-01-16 06:00,2015-01-16 07:00,0,0,0,2.989,0
2015-01-16 07:00,2015-01-16 08:00,0,0,0,3.178,0
2015-01-16 08:00,2015-01-16 09:00,0,0,0.004,4.646,0
2015-01-16 09:00,2015-01-16 10:00,0.013,0,0.026,6.506,0
2015-01-16 10:00,2015-01-16 11:00,0.106,0.024,0.105,7.286,0
2015-01-16 11:00,2015-01-16 12:00,0.565,0.544,0.092,7.461,0
2015-01-16 12:00,2015-01-16 13:00,0.710,0.738,0.078,7.213,0
2015-01-16 13:00,2015-01-16 14:00,0.627,0.608,0.103,6.969,0
2015-01-16 14:00,2015-01-16 15:00,0.459,0.395,0.114,6.903,0
